OBJECTID,polygon,Name,Address,MapBlockLot,MBL_Unique,Date,Retrofit_Date,Description,Height_ft,Stories_Above_Grade,Stories_Below_Grade,Occupancy,Structural_Material,Structural_System,Structural_Types,Facade_Material,Foundation_System,BORP_Report,Instrumented,Square_Footage,Fire_Resistence_Type,Percent_Sprinklered,Liquefaction_Potential,BedrockDepth_MEAN,BedrockDepth_MAX,BedrockDepth_MIN,Permit_Date_1,Permit_Date_2,Permit_Date_3,Completion_Date,Building_Code_Year,Base_Plan_Size,Tower_Plan_Size,Typ_Story_Height,Attyp_Story_Height,Architectural_Notes,Atrium_Location,MEP_levels,Site_Class,Foundation_Info,Collected_on,Primary_Source,Shape_Length,Shape_Area
121,"POLYGON ((-122.41431807696885 37.79126262761684, -122.41437152004777 37.79125676632441, -122.41436503961368 37.79121948108387, -122.41449050659176 37.79120324987738, -122.41449059997412 37.79120321591751, -122.41444960646494 37.79100392561506, -122.41448690089045 37.790999307882046, -122.41445951023381 37.790868826080825, -122.41411198583891 37.790913790775775, -122.414137431604 37.79103818948505, -122.41413738436852 37.79103820737486, -122.41417791093147 37.79124368947962, -122.4143117639585 37.791226373347726, -122.41431807696885 37.79126262761684))",Cathedral Apartments,1201 California Street,252001,252001,1926,,16 story space frame with steel embedded in concrete,179,16,2,Residential,Steel,Steel Moment Frame - Space,Steel Moment Frame,concrete,Pile,,,130100,Type I - Fire resistive,20,Very Low,63,76,47,1926,,,,,122x90,92x76,11',11th and 16th: 12.5,,,,,footings to solid rock,2.01802E+13,Plans at DBI,474.5542466,11823.1962
120,"POLYGON ((-122.41755166116702 37.777344209305944, -122.41756895508283 37.77742926961064, -122.4176555142444 37.77741826907764, -122.41766312522113 37.777455391652694, -122.41776046234325 37.77744300178323, -122.41776075264762 37.777442679832525, -122.41775320039554 37.77740585461029, -122.41783987721173 37.77739483941008, -122.41784014986813 37.77739453757299, -122.41780538894142 37.77722362767554, -122.41782471975931 37.777221129555635, -122.41779695481583 37.77708146006969, -122.41777707348864 37.777084359170445, -122.41771468890103 37.77677751478843, -122.4176266660674 37.77678870140611, -122.41761883298233 37.77675049286763, -122.41752149655798 37.77676287541501, -122.41752121000891 37.77676321082239, -122.41752898188824 37.7768011175532, -122.41744377466364 37.7768119455137, -122.41744350905 37.77681225624752, -122.41749194884294 37.777050510670406, -122.41755166116702 37.777344209305944))",Archstone Fox Plaza,1390 Market Street,813007,813007,1964,,29 story steel moment frame with a 3 story podium,326,29,2,Mixed Uses (With Residential),Steel,Steel Moment Frame - Space,Steel Moment Frame,"concrete, glass",Pile,,,751000,Type I - Fire resistive,70,Moderate,228,232,218,1964,,,,,254x302,252x75,,,,,,,,2.01802E+13,Plans at DBI,681.0883743,19165.03989
119,"POLYGON ((-122.39804269130408 37.7948902397472, -122.39799748228292 37.79489599167987, -122.39800565569287 37.79493646142782, -122.39800570628745 37.79493648584729, -122.39802192346907 37.794934423296894, -122.39802401292836 37.79494476709626, -122.39800908058518 37.79494666657506, -122.39801754356762 37.79498855647382, -122.398017593004 37.79498858001074, -122.398049271085 37.79498454638457, -122.39805570796828 37.79501639336728, -122.39805575624645 37.79501641602164, -122.39806743971846 37.79501492931642, -122.39807115474164 37.79503577308019, -122.398071208742 37.79503579744484, -122.39808730306329 37.79503417034534, -122.39808827201948 37.79504275319161, -122.39807367277756 37.79504591081269, -122.39808109735648 37.795087206401234, -122.39808115133384 37.79508722986505, -122.39809520089854 37.79508544912775, -122.39809769598303 37.79509691020521, -122.39804220223515 37.79510187151878, -122.39806156985773 37.79519466375917, -122.39806161920215 37.79519468369271, -122.39810468358972 37.795189085219896, -122.39808625659228 37.79521372891744, -122.39809171362948 37.79524078641879, -122.39888468165336 37.79513759945831, -122.3988725881314 37.7950855258268, -122.39886506245821 37.79505055299584, -122.39886502553207 37.79505053015905, -122.39884839875066 37.795053807042535, -122.39884498208626 37.79503748887798, -122.3989280914439 37.79502933828898, -122.39892152897113 37.7949890868833, -122.39892149545062 37.794989063991636, -122.39889210788 37.794996908233266, -122.39889003652425 37.79498501227222, -122.39889001769262 37.7949849864404, -122.39890503120273 37.794982752996255, -122.39889847317924 37.79494036564978, -122.39889843727317 37.79494033829051, -122.39882544764455 37.794949312728804, -122.39882294853325 37.79493867543549, -122.3988390480158 37.79493698506492, -122.39883191450622 37.79489567401484, -122.39883187517145 37.79489564580951, -122.3988026167148 37.794899389247156, -122.39879986710145 37.794890458372805, -122.39881660189108 37.79488789802066, -122.39880978381123 37.79485416917698, -122.39880775624756 37.79484474002238, -122.39880335484469 37.79484502718739, -122.39873786270529 37.79485336354819, -122.3987360418872 37.794844335706706, -122.3987522941742 37.79484227068748, -122.3987439641462 37.79480102125579, -122.39848962215896 37.79483335947457, -122.39843620506707 37.794840157553686, -122.39826560607447 37.794861869069685, -122.3982325447077 37.79486607732751, -122.39809624203288 37.79488342437586, -122.39804269130408 37.7948902397472))",Two Embarcadero Center [Embarcadero Center],201 Clay Street,231023,231023,1971,,28 story steel perimeter frame (a pair of moment frames on the south and north side of the tower),373,28,4,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Perimeter,Steel Moment Frame,concrete and glass,Pile,,,1011800,Type I - Fire resistive,100,Very High,212,217,206,1971,,,,,275x275,258x111,12',,,,,,,2.01802E+13,Plans at DBI,882.4300811,29767.00591
118,"POLYGON ((-122.40089687298023 37.792728022742146, -122.40076444255206 37.79274535919537, -122.4007644457679 37.79274539609315, -122.40078847221776 37.792861473154815, -122.40077513745035 37.79286325351361, -122.40077491816729 37.79286214044836, -122.40067505567829 37.79287449801718, -122.4006750578511 37.792874538536665, -122.400674508406 37.79287503494816, -122.40059535777597 37.79288574012077, -122.40057222006232 37.792770741868814, -122.40057221568834 37.79277070408845, -122.40048031583181 37.79278183637719, -122.4004803190475 37.79278187327499, -122.40052273764826 37.79299944929865, -122.40050883734438 37.79300118737291, -122.4005088382205 37.793001221604825, -122.40051028034594 37.79300844769975, -122.40050965317802 37.79300852539902, -122.40050965407723 37.79300856053171, -122.40051346081835 37.793028705220294, -122.40051430275099 37.79302858801113, -122.4005152330812 37.79303325570698, -122.40099035101301 37.79297363675828, -122.40099035354223 37.792973602471506, -122.4009372537926 37.792707537009775, -122.40089389233407 37.792713001647456, -122.40089389668515 37.79271303852695, -122.40089633776465 37.79272534846582, -122.40089687298023 37.792728022742146))",JH Dollar Building,351 California Street,0261010A,0261010A,1947,,13 story steel space frame with steel embedded in concrete,186,13,1,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Space,Steel Moment Frame,stone,,,,128139,Type I - Fire resistive,5,Very High,206,212,193,,,,1947,,129x89,,"12'6""",,,,,,,2.01802E+13,Plans at DBI,559.7061716,10158.32339
116,"POLYGON ((-122.40807315623168 37.78903631086566, -122.40802706551912 37.789042277451934, -122.40803267615793 37.78908036023005, -122.40805895182733 37.789193902394274, -122.4084516711822 37.78914307891872, -122.40845174216376 37.78914301288253, -122.40843623238058 37.78906750886885, -122.40843694214001 37.78906742077776, -122.40843703860442 37.78906732999637, -122.40839315303452 37.78884655913398, -122.40839176752732 37.7888467329627, -122.40837675575375 37.78876948063657, -122.40836403517469 37.78877113116625, -122.40819272535897 37.788793087838485, -122.40823905442642 37.7890185550952, -122.40807315623168 37.78903631086566))",Sir Francis Drake Hotel,450 Powell Street,295008,295008,1954,,23 story steel space frame; many drawings are unreadable,275,23,2,"Hotels, Visitor Services",Steel,Steel Moment Frame - Space,Steel Moment Frame,stone,,,,250000,Type I - Fire resistive,85,Low,72,88,60,1954,,,,,,117x58,11',"1st 17' 2nd 24'10""",,,,,,2.01802E+13,Plans at DBI,508.28334,10843.33634
115,"POLYGON ((-122.4080194615881 37.789403102794346, -122.40807361865838 37.78966190814626, -122.40809360552029 37.78975741696069, -122.40856245688933 37.789696203001014, -122.40852894173588 37.78952892615453, -122.40853052083162 37.789528728463026, -122.40853063636239 37.78952862836079, -122.40849151413201 37.78933291166384, -122.40806854136093 37.78938617235591, -122.408068427127 37.78938627874519, -122.40807043126463 37.78939630294609, -122.4080194615881 37.789403102794346))",San Francisco Marriott Union Square or Crowne Plaza,480 Sutter Street,285020,285020,1973,,Name on drawing-Westbury Hotel; 27 story steel space frame,407,27,0,"Hotels, Visitor Services",Steel,Steel Moment Frame - Space,Steel Moment Frame,concrete,Pile,,,300434,Type I - Fire resistive,100,Low,45,63,33,,,,1973,,140x136,108x65,"9'6""",,,,,,,2.01802E+13,Plans at DBI,544.8599574,18475.62044
114,"POLYGON ((-122.40161734052168 37.793418730360166, -122.40162818034605 37.793417572325765, -122.40163506676633 37.79345317084538, -122.40195555954564 37.793412432814094, -122.40195556318653 37.79341239760817, -122.40194429777831 37.793364174378716, -122.40196752012966 37.79336099073261, -122.40196753832046 37.793360947181036, -122.4019603684122 37.793330071089464, -122.40193714817474 37.793333514248964, -122.4019343639579 37.79332164875428, -122.40196003567775 37.79331690345677, -122.40196005382239 37.793316858103594, -122.40193479531162 37.79318889253015, -122.40191329800263 37.793191585124355, -122.40189507389482 37.79309447889676, -122.40161915026738 37.79312993249557, -122.40161913877222 37.79312997143303, -122.40162670585082 37.79316523183798, -122.40157077084785 37.79317254420385, -122.40161734052168 37.793418730360166))",Bank of California Building,400 California Street,239029,239029,1969,,22 story steel space frame with shear wall,314,22,3,"Office (Management, Information, Professional Services)",Mixed: RC and Steel,Dual: RC Shear Wall and Steel Moment Frame,RC Shear Wall,concrete,Mat,,,312620,Type I - Fire resistive,98,Very High,184,190,176,,,,1969,,144x108,128x117,"13'9""",,,,,,,2.01802E+13,Plans at DBI,455.0769666,11446.76127
113,"POLYGON ((-122.40090099698284 37.79455084041363, -122.40095400085175 37.79480260065084, -122.40095564443448 37.7948014566537, -122.40128107835754 37.79475909443173, -122.40123038648365 37.794506168729356, -122.40090133816726 37.79454970569679, -122.40090099698284 37.79455084041363))",Insurance Center Building,450 Sansome Street,229018,229018,1967,,19 story steel perimeter frame,305,19,,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Perimeter,Steel Moment Frame,glass,Pile,,,125000,Type I - Fire resistive,94,Very High,176,186,157,,,,1967,,93x92,93x92,,,,,,,,2.01802E+13,Plans at DBI,378.93066,8957.828127
112,"POLYGON ((-122.39906397062889 37.79596261770839, -122.39906511261417 37.79596810300587, -122.3994975285656 37.79591559022924, -122.39949486025702 37.7959028279187, -122.39945651602963 37.79571945183967, -122.39936275777636 37.79525792125708, -122.3989296248928 37.795317869319035, -122.39896394465445 37.795482582324546, -122.39900698619272 37.795689148538955, -122.39903129607896 37.79580580979256, -122.39906397062889 37.79596261770839))",One Maritime Plaza (Golden Gateway Office Building),300 Clay Street,204021,204021,1965,,25 story steel space frame,395,25,1,Mixed Uses (With Residential),Steel,Steel Moment Frame - Space,Steel Moment Frame,glass,Pile,,,523929,Type I - Fire resistive,100,Very High,196,203,188,1965,,,,,223x122,223x122,13',"first 20'10""",,,,,,2.01802E+13,Plans at DBI,736.0343013,30546.95265
111,"POLYGON ((-122.40010065796066 37.79136198083704, -122.39999274308417 37.79137388003258, -122.39999217015648 37.791371150484785, -122.39995736628084 37.7913752773858, -122.39995709320054 37.79137396962304, -122.39991133417114 37.7913795743817, -122.39991109981354 37.79137960249057, -122.39991066922738 37.79137950669053, -122.39990996773335 37.791379741493934, -122.3999095488503 37.791379792402644, -122.39972204987936 37.7914027544914, -122.39972206300563 37.79140282367314, -122.39972214008083 37.79140317300238, -122.39969484382368 37.791406410135, -122.39969485792376 37.79140647299259, -122.399701414812 37.791437801585516, -122.39969667704469 37.791438294275416, -122.39973262918181 37.79161203984383, -122.39973264337421 37.79161210630477, -122.39973777210717 37.791611491959635, -122.39974364690528 37.791639551131944, -122.39974365975502 37.7916396095036, -122.39974580414875 37.79163935505896, -122.39974936491504 37.79165682083141, -122.39975006622399 37.79166026297187, -122.39974668899056 37.79166084639466, -122.39974669438405 37.79166087965256, -122.3997502518213 37.791673776340154, -122.39975273470547 37.79167334701425, -122.39975345416573 37.79167687718085, -122.39975525668319 37.791685720559265, -122.39975139902812 37.79168639102904, -122.39975140551064 37.79168642246694, -122.39975495504984 37.79169932108406, -122.39975792405441 37.79169880552059, -122.39975956300616 37.79170684855543, -122.39976045101244 37.79171119610821, -122.39975686239819 37.79171181808418, -122.3997568677916 37.791711851342065, -122.39976040822853 37.791724749204455, -122.39976311831633 37.791724278366836, -122.39976591177381 37.791737985835546, -122.39976292122248 37.79173850264757, -122.39976292772808 37.79173853498635, -122.3997664784069 37.79175143358472, -122.3997685791488 37.79175107079648, -122.39977108154592 37.791763344622176, -122.39976708618514 37.791764003792906, -122.39976709266766 37.791764035230806, -122.39977021951805 37.79177741289199, -122.39978947580454 37.791774718037196, -122.39978946932199 37.79177468659927, -122.39978906158429 37.79177313137048, -122.39979870176721 37.79177174409465, -122.39980683482926 37.791770573959724, -122.39980731093557 37.79177298153352, -122.39980731855326 37.791773012953136, -122.39982100935083 37.791771306270846, -122.39982047476292 37.791768610350715, -122.39982771169305 37.79176756910665, -122.39983930818411 37.791765899770695, -122.39983976704501 37.79176821029144, -122.39985345983467 37.79176649275869, -122.39985345451035 37.791766462203285, -122.39985295379196 37.791763936066424, -122.39987256454039 37.79176111382331, -122.399873113507 37.79176388341081, -122.39988680089586 37.79176217677574, -122.3998867944133 37.791762145337785, -122.39988620108808 37.79175915116239, -122.3999047788079 37.791756478036596, -122.39990551551115 37.791760193573936, -122.39991920401069 37.79175848601598, -122.39991919868633 37.79175845546058, -122.39991841875941 37.79175451531708, -122.39993591023597 37.7917519975741, -122.39993699225275 37.79175580487798, -122.39995539757886 37.79175265237421, -122.39995414346367 37.791745403415995, -122.40022801989366 37.791712356809846, -122.40020050115781 37.79156338313481, -122.40013841552395 37.79157056415097, -122.40010065796066 37.79136198083704))",Shell Building,100 Bush Street,267004,267004,1955,,23 story steel space frame,387,23,2,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Space,Steel Moment Frame,terra-cotta,Pile,,,206155,Type I - Fire resistive,92,Very High,219,226,213,1955,,,,,138x137,88x88,"12'6""",1st 16',,,,,,2.01802E+13,Plans at DBI,565.8640374,16784.17513
110,"POLYGON ((-122.42380309694724 37.80548856526537, -122.42400701127144 37.80554407175191, -122.4241770312878 37.8055641896156, -122.42427999074773 37.80557109288221, -122.42440792573045 37.80556757514225, -122.42439724502012 37.805503369451905, -122.42442056687979 37.80549869641715, -122.4244159229693 37.805458712362906, -122.42439789886892 37.805459007373365, -122.42439145426476 37.80541905270088, -122.42421673098947 37.80542619608521, -122.42412833809918 37.805424776012636, -122.42408538307569 37.805411966736976, -122.42397244071203 37.805385292229424, -122.42387208027044 37.80535414512161, -122.42385183693149 37.805393590706615, -122.42383918374269 37.80538899815539, -122.42382070817374 37.80542363756606, -122.42382092164155 37.805423722402715, -122.42383177603702 37.80542767289531, -122.4237990549208 37.80542967113137, -122.42380863193802 37.805477780279475, -122.42380309694724 37.80548856526537))",Fontana East,1000 North Point Street,451007,451007,1965,,18 story RC building,197,18,2,Residential,RC,Dual: RC Shear Wall and RC Moment Frame,RC Shear Wall,concrete,Pile,,,208474,Type I - Fire resistive,15,Moderate,127,131,119,,,,1965,,192x138,curved,10',1st 18',,,,,,2.01801E+13,Plans at DBI,466.5274021,8857.631844
109,"POLYGON ((-122.39934295624694 37.794615269146796, -122.39941977958473 37.79460518542177, -122.39941860117716 37.79462140726144, -122.39940565055076 37.79462285683578, -122.39941341209556 37.79465598737019, -122.39990274623666 37.79459236973881, -122.39989809081649 37.79455698482638, -122.39988361359163 37.79455798050757, -122.39988324198903 37.79454434487477, -122.39995973577702 37.794534303054824, -122.40002417384943 37.794525843305024, -122.40003082590187 37.79452496918932, -122.40002186587746 37.7944754586776, -122.40002185332663 37.79447541201688, -122.40000771017233 37.794476236507975, -122.40000054990917 37.79443825321491, -122.40000052818448 37.79443820309717, -122.39992986128077 37.79444587640583, -122.39992644326506 37.79443208798655, -122.39994108853435 37.79443082553743, -122.3999326295493 37.794391129237496, -122.39993260664333 37.794391077336385, -122.399903214492 37.794393713815786, -122.39990227858694 37.79438012782914, -122.39991632220601 37.79437816582435, -122.39991129957103 37.79434325365475, -122.39991127900467 37.79434320441953, -122.39977139051345 37.7943608374066, -122.399771152598 37.794345368360126, -122.39978548031745 37.794343235971, -122.39977623249331 37.794303243254674, -122.39977621099926 37.7943032021453, -122.39934977143778 37.79435962032143, -122.39935602498927 37.79440235050872, -122.39935605438359 37.79440238968851, -122.39937529951408 37.79440096309631, -122.39937687620238 37.79441056713057, -122.39915450410757 37.7944385968504, -122.39915968993147 37.79447861537806, -122.39915972970387 37.794478660699184, -122.3991910528509 37.79447465861307, -122.39919281370182 37.794486224321325, -122.39917386807673 37.79448866082215, -122.39918416917574 37.794528951137714, -122.39918421355817 37.794528999088264, -122.39920060379761 37.79452709129816, -122.39920474047254 37.79455233155437, -122.39924732936106 37.794549295245595, -122.39926159026713 37.794623670430944, -122.39934295624694 37.794615269146796))",One Embarcadero Center [Embarcadero Center],301 Clay Street,230028,230028,1969,,44 story WSMF,556,44,4,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Perimeter,Steel Moment Frame,glass,Pile,,,1199300,Type I - Fire resistive,100,Very High,209,211,202,1969,,,,,275x264,changing through height,12',,,,,,,2.01801E+13,Plans at DBI,771.0026333,20895.48053
175,"POLYGON ((-122.4168965509933 37.79868860403312, -122.4168907791944 37.79865992483007, -122.41664181322254 37.798691471197145, -122.41668605517722 37.798911361818675, -122.41668561609009 37.798911731242974, -122.41669766135769 37.79897044504524, -122.41694563959695 37.79893843789139, -122.41693366464489 37.79887999152943, -122.41693501748922 37.798879821739135, -122.41691803974993 37.798795427867084, -122.4168965509933 37.79868860403312))",Green Hill Tower,1070 Green Street,0121A001,0121A001,1964,,20 story steel space frame with bolted connections,242,20,2,Residential,Steel,Steel Moment Frame - Space,Steel Moment Frame,concrete and glass,Footings,,,64000,Type I - Fire resistive,15,Very Low,150,156,146,,,,1964,,133x58,92x58,11',,,,,,,2.01808E+13,Plans at DBI,351.4010971,7479.212767
108,"POLYGON ((-122.39999824846545 37.78691258952732, -122.40034765298046 37.786626870021855, -122.4003476489177 37.78662675563346, -122.40029816351216 37.78658935445297, -122.40030302386286 37.7865854991394, -122.40030301788128 37.78658535414075, -122.40023700858558 37.786532983369575, -122.4002142753213 37.78655240407119, -122.40021410273457 37.78655227167093, -122.400163238853 37.78659253383762, -122.4001632500201 37.78659270398663, -122.40016357003712 37.78659296198302, -122.39999213616795 37.78672704024261, -122.39995298683267 37.78669607643617, -122.39999818376809 37.78665920592187, -122.40000236224552 37.78666251903177, -122.40005113987003 37.786626725419815, -122.3999738010885 37.78656285467348, -122.39994800826676 37.78658377377378, -122.39994352975651 37.78658031769809, -122.39987467440831 37.786634139994824, -122.39984414243378 37.78660999104459, -122.39987391582143 37.78658775514239, -122.39987389877213 37.78658757697724, -122.39981023532708 37.78653793759504, -122.3998112345402 37.78653717979752, -122.39981121649426 37.78653700705565, -122.39980069345167 37.78652822668184, -122.39980170701199 37.786527408272, -122.39980169308573 37.78652726340134, -122.39978865854333 37.78651818644114, -122.39977396066043 37.78650592346136, -122.39977260526325 37.78650700692783, -122.39974981966517 37.78649113873842, -122.39961562634028 37.78660134261054, -122.39961563948268 37.78660145685266, -122.39966669703156 37.78664297585333, -122.39966455229779 37.78664476506782, -122.39966456844793 37.78664490810022, -122.39994742614539 37.78687260073779, -122.39994830032201 37.78687197112364, -122.39999824846545 37.78691258952732))",Pac Bell Building,140 New Montgomery Street,3722080,3722080,1925,,L-shaped building; 26 story steel space frame,413,26,1,"Office (Management, Information, Professional Services)",Steel,Steel Moment Frame - Space,Steel Moment Frame,concrete,Pile,TRUE,,347854,Type I - Fire resistive,90,Very High,211,223,201,,,,1925,,160x147,160x147,13',1st 19',,,,,,2.01801E+13,Plans at DBI,713.5744317,13802.60212
107,"POLYGON ((-122.41029951205839 37.785284247154124, -122.41029947455505 37.78528429011881, -122.41029385858953 37.78527711191972, -122.41024867652175 37.78528281325823, -122.41024832275865 37.78528111209086, -122.4101705440103 37.78529132849381, -122.4101704602704 37.785291428082786, -122.41017071543907 37.785292651401974, -122.40973574230203 37.78534754134918, -122.40973547275495 37.785346244362586, -122.4096576972035 37.78535645766946, -122.40965761570985 37.78535655632046, -122.40965778902898 37.785357379024994, -122.40960901768885 37.78536353298337, -122.40960893844206 37.78536363069676, -122.40975887681068 37.78611175990361, -122.41032241175371 37.78604065778432, -122.41032245331361 37.786040860785214, -122.4103623638597 37.78603561704104, -122.41044761392527 37.78602486039986, -122.4104476923842 37.786024776216905, -122.41044490331052 37.7860112193903, -122.41029951205839 37.785284247154124))",Hilton San Francisco &.. [Hilton San Francisco &..],201 Mason Street,325031,0325031_E,1960,,17 story RC shear wall building; shear wall around exterior and around elevator,230,19,1,"Hotels, Visitor Services",RC,RC Shear Wall,RC Shear Wall,concrete,Pile,,,,,,Moderate,185,193,177,1960,,,,,275x200,275x200,9',1st 15'; 2nd 16',,,,,,2.01801E+13,Plans at DBI,955.9189552,55630.53571
106,"POLYGON ((-122.41077585326235 37.78522391907374, -122.4108479655927 37.785587499585674, -122.41089435250944 37.785581705494394, -122.4110811949693 37.785558365566516, -122.41109208397111 37.785557005772986, -122.41109232288845 37.78555675857263, -122.41101891667776 37.78518662931097, -122.41097022883845 37.78519271038562, -122.41097012609374 37.78519220376623, -122.41087461891026 37.785204651897736, -122.41077479033657 37.78521712041886, -122.41077455741907 37.785217380138384, -122.41077585326235 37.78522391907374))",Hilton San Francisco &.. [Hilton San Francisco &..],330 Taylor Street,325031,0325031_SW,1971,,43 story WSMF,485,43,2,"Hotels, Visitor Services",Steel,Steel Moment Frame - Space,Steel Moment Frame,concrete,Mat + Pile,,,1858119,Type I - Fire resistive,100,Moderate,179,184,176,,,,1971,,138x98,134x69,"10'6""",first 4 stories 15',,,top and 4th floor,,,2.01801E+13,Plans at DBI,416.1059126,9762.67316
